Product_ID,SKU Code,SKU Description,Category,Sub Category,Product,Sub Product
P1967,4001351208,KUDU CAT ROAST BEEF MORTADELLA SQUARE,Protein pack,Frozen,Chicken,Strips
P1968,4001409707,CHICKEN STRIPS 750G +  CHICKEN POPCORN 750G (5*2*750GM) PP,Protein pack,Frozen,Chicken,Strips
P1969,4001370903,CAT EXTRA CRISPY HOT BREADED CHICKEN FILLET 1000G (10*1*1000GM),Protein pack,Frozen,Chicken,Strips
P1970,4001373010,CAT BONE IN BROASTED CHICKEN 1KG (10*1*1000GM),Protein pack,Frozen,Chicken,Strips
P1971,4001370373,CHICKEN NUGGETS WITH CHEESE 500G (18*1*500GM),Protein pack,Frozen,Chicken,Strips
P1972,4001320208,MINCED MUTTON 400G (20*1*400GM),Protein pack,Frozen,Chicken,Strips
P1973,4001971984,LAWSSAN CHICKEN NUGGETS 700G (10*1*700GM),Protein pack,Frozen,Chicken,Strips
P1974,5012390221,BRAVI FRENCH FRIES 2.5KG9MM NL,Frosted Fare,Frozen Fries,Pommes Frites,AAA
P1975,5012580150,ROYAL GREEN BEANS 400GM,Frosted Fare,Frozen Fries,Pommes Frites,AAA
P1976,4001470114,Tgi Chicken Breast 4 Oz,Protein pack,Frozen,Chicken,Strips
P1977,4001100205,BEEF BURGER ARABIC SPICES 4PCS (24*4*56GM),Protein pack,Frozen,Chicken,Strips
P1978,4001310190,JUMBO BEEF BURGER 10PCS (15*10*100GM) PP,Protein pack,Frozen,Chicken,Strips
P1979,5012670307,KOKI HOT CHICKEN STRIPS,Protein pack,Frozen,Chicken,Strips
P1980,4001971990,I'M HUNGRY SPICY BREADED CHICKEN STRIPS (10*1*1000GM),Protein pack,Frozen,Chicken,Strips
P1981,4001971941,Hardee'S Thick Beef Burger 152 Gm*75Pcs,Protein pack,Frozen,Chicken,Strips
P1982,4001310610,JUMBO BEEF BURGER 10PCS (IRAQ) (15*10*100GM),Protein pack,Frozen,Chicken,Strips
P1983,5011680104,FRZN WHL CHKN 800G (10*1*800GM),Protein pack,Frozen,Chicken,Strips
P1984,4001351016,WAZZUP CAT BEEF HOT DOG 450G (20*5*90GM),Protein pack,Frozen,Chicken,Strips
P1985,4001361205,LEBANESE BEEF KEBBAH 400G (18*1*400GM),Protein pack,Frozen,Chicken,Strips
P1986,4001972046,CAT COOKED BR CHICKEN STRIPS 1000G (10*1*1000GM),Protein pack,Frozen,Chicken,Strips
P1987,4001100226,JUMBO BURGER 2 X 1KG,Protein pack,Frozen,Chicken,Strips
P1988,4001371919,CATERING CHICKEN SHAWERMA 20KG,Protein pack,Frozen,Chicken,Strips
P1989,4001350106,CHICKEN FRANK SUPER 24*375GM.,Protein pack,Frozen,Chicken,Strips
P1990,4001370835,CAT CHICKEN SHREDDED,Protein pack,Frozen,Chicken,Strips
P1991,4001409725,ZINGZ 1KG +POPCORN 750G,Protein pack,Frozen,Chicken,Strips
P1992,4003350352,SLICED BEEF SALAMI ROLL 1KG,Protein pack,Frozen,Chicken,Strips
P1993,4001370365,AL-KABEER CH. FRIES 5X1,Protein pack,Frozen,Chicken,Strips
P1994,4001360617,CAT MARINATED BEEF SLICES,Protein pack,Frozen,Chicken,Strips
P1995,4001370360,CATERING CHICKEN NUGGETS10 * 1,Protein pack,Frozen,Chicken,Strips
P1996,4001371124,KITOPI CHICKEN TAWOUK CUBES 20GM,Protein pack,Frozen,Chicken,Strips
P1997,4001350509,SLICED TURKEY BREAST MORT 500G (10*1*500GM),Protein pack,Frozen,Chicken,Strips
P1998,4001350208,BEEF FRANK,Protein pack,Frozen,Chicken,Strips
P1999,4001351111,IKEA CAT CHICKEN HOT DOG 672G (12*1*672GM),Protein pack,Frozen,Chicken,Strips
P2000,4001370853,CAT FULLY COOKED CHICKEN GRILL,Protein pack,Frozen,Chicken,Strips
P2001,5011710653,ROYAL MEDIUM SHRIMPS 400G (20*1*400GM),Protein pack,Frozen,Chicken,Strips
P2002,4001370122,CHICKEN BURGER .STOR,Protein pack,Frozen,Chicken,Strips
P2003,4001310198,CLASSIC BURGER JOINT 12*113*10,Protein pack,Frozen,Chicken,Strips
P2004,4001310152,ROYAL BEEF BURGER 20PCS (10*20*50GM),Protein pack,Frozen,Chicken,Strips
P2005,4001370135,JUMBO CHICKEN BURGER 10PCS (10*10*100GM),Protein pack,Frozen,Chicken,Strips
P2006,5013520167,PROMO VEG SWEET CORN 4*6*450G,Frosted Fare,Frozen Fries,Pommes Frites,AAA
P2007,4001370879,JAN BURGER HOT CRUNCHY CHICKEN FILLET,Protein pack,Frozen,Chicken,Strips
P2008,4001971991,VOX CAT TURKEY HOT DOG 1KG 25CM  (10*1*1000GM),Protein pack,Frozen,Chicken,Strips
P2009,4001386123,ALSAYYAD SHRIMP POPCORN 300G (18*1*300GM),Protein pack,Frozen,Chicken,Strips
P2010,4001310195,HUNGRY BUNNY CAT PURE BEEF BURGER 4OZ,Protein pack,Frozen,Chicken,Strips
P2011,4001370812,CAT COOKED CHICKEN BREAST 1KG (10*1*1000GM),Protein pack,Frozen,Chicken,Strips
P2012,4001370854,CAT CHICKEN PANE 1KG (1*1* 1000GM),Protein pack,Frozen,Chicken,Strips
P2013,4001371248,Crunchy BREADED CHICKEN BURGER 12+4 PCS PROMO (18*16*56GM),Protein pack,Frozen,Chicken,Strips
P2014,4001971987,LAWSSAN SPICY BREADED CHICKEN BURGER 700GM (10*1*700GM),Protein pack,Frozen,Chicken,Strips
P2015,4001370184,Crunchy JUMBO UB CHICKEN UB BURGER 10+4 PCS PROMO (8*14*100GM),Protein pack,Frozen,Chicken,Strips
P2016,4001320212,MINCED MUTTON 1LB (20*1*1LB) EXPORT,Protein pack,Frozen,Chicken,Strips
P2017,4001379103,CHICKEN SHAWERMA 360-1*15kg,Protein pack,Frozen,Chicken,Strips
P2018,4001371547,SUBWAY CAT CHICKEN CHUNKS 1KG (10*1*1000GM),Protein pack,Frozen,Chicken,Strips
P2019,4001370885,CHICKEN SHREDDED 2KG (5*1*2KG),Protein pack,Frozen,Chicken,Strips
P2020,5012581631,3 WAY MIX VEG BKT 20*400 GM,Frosted Fare,Frozen Fries,Pommes Frites,AAA
P2021,4001471111,HARDEES RAW REGULAR TENDER,Protein pack,Frozen,Chicken,Strips
P2022,4001370850,BREADED CHICKEN FILLET 840G (9*2*420GM) TWIN PACK,Protein pack,Frozen,Chicken,Strips
P2023,4001311136,Crunchy A/S BEEF BURGER 24+4 PCS PROMO (10*28*56GM),Protein pack,Frozen,Chicken,Strips
P2024,4001471112,HARDEES CH ZINGER MARINATED TENDER,Protein pack,Frozen,Chicken,Strips
P2025,4001379182,CHICKEN SHAWERMA 360-1*5kg,Protein pack,Frozen,Chicken,Strips
P2026,4001400809,HOT AND CRISPY CHICKEN BURGER 12PCS (18*12*56GM),Protein pack,Frozen,Chicken,Strips
P2027,4001310178,CARREFOUR BEEF BURGER 1.2KG (10*24*50GM),Protein pack,Frozen,Chicken,Strips
P2028,4001460102,HARDEES BEEF HOT DOG,Protein pack,Frozen,Chicken,Strips
P2029,4001310189,CAT BEEF BURGER MINCED 2.5KG (4*1*2500GM),Protein pack,Frozen,Chicken,Strips
P2030,4001370153,ROYAL CHICKEN UNBREADED BURGER,Protein pack,Frozen,Chicken,Strips
P2031,4001310946,CAT BEEF BURGER 7OZ,Protein pack,Frozen,Chicken,Strips
P2032,4001330100,MINCED BEEF 3*400G (7*3*400GM) PP,Protein pack,Frozen,Chicken,Strips
P2033,4001310160,BEEF BURGER ARABIC SPICES,Protein pack,Frozen,Chicken,Strips
P2034,4001350125,CrunchyKN FRNKSTRKY 6(4PKX340G)@28%OFF FP,Protein pack,Frozen,Chicken,Strips
P2035,4001470103,HARDEES REG BREADED CHICKEN FILLET (10*1*860GM),Protein pack,Frozen,Chicken,Strips
P2036,4001370347,Breaded Chicken Strips 750G Qatar  (10*1*750Gm),Protein pack,Frozen,Chicken,Strips
P2037,4001971981,LAWSSAN BREADED REGULAR CHICKEN STRIPS (10*1*1500GM),Protein pack,Frozen,Chicken,Strips
P2038,5011730603,ALSAYYAD MEDIUM SHRIMPS - TAIL OFF 400G (20*1*400GM),Protein pack,Frozen,Chicken,Strips
P2039,4001470128,HARDEES DRUM BREADED CHICKEN TENDER,Protein pack,Frozen,Chicken,Strips
P2040,4001370804,SUBWAY CAT ROTISSERIE CHICKEN 1KG (10*1*1000GM),Protein pack,Frozen,Chicken,Strips
P2041,4001371590,IKEA PL COOKED SPICY CHICKEN STRIPS 750G (10*1*750GM),Protein pack,Frozen,Chicken,Strips
P2042,5013608022,AM VEG GREEN CUT BEANS 20*400G,Frosted Fare,Frozen Fries,Pommes Frites,AAA
P2043,4001971967,LULU CHICKEN CRAZY NUGGETS(400GM*1*18),Protein pack,Frozen,Chicken,Strips
P2044,5013608084,AM VEG STRAWBERRY 10*800G,Frosted Fare,Frozen Fries,Pommes Frites,AAA
P2045,4001471502,Pizza Hot Boneless Chicken Wings,Protein pack,Frozen,Chicken,Strips
P2046,4003350512,TURKEY (QUEEN SUB),Protein pack,Frozen,Chicken,Strips
P2047,4001310191,BEEF BURGER ARABIC SPICES,Protein pack,Frozen,Chicken,Strips
P2048,4001971932,CrunchyKN FRNKSTRKY 8(3PKX340G)@10%OFF FP OMN,Protein pack,Frozen,Chicken,Strips
P2049,5012730602,PD SHRIMP TAIL OFF 31/40 LARGE,Protein pack,Frozen,Chicken,Strips
P2050,5012670316,KOKI CH HOT CRISPY PANE BLUE P,Protein pack,Frozen,Chicken,Strips
P2051,5012390114,FRENCH FRIES 9X9 ROYAL,Frosted Fare,Frozen Fries,Pommes Frites,AAA
P2052,4001972040,SPICY CHICKEN BITES CATERING,Protein pack,Frozen,Chicken,Strips
P2053,4001370857,CHICKEN CRUNCHY TENDER HOT,Protein pack,Frozen,Chicken,Strips
P2054,4001370261,ROYAL HAPPY CHICKEN NUGGETS 250G (24*1*250GM),Protein pack,Frozen,Chicken,Strips
P2055,4001370317,ROYAL CHICKEN POPCORN 250G (24*1*250GM),Protein pack,Frozen,Chicken,Strips
P2056,4001350514,KUDU SQUARE TURKEY MORTADELLA,Protein pack,Frozen,Chicken,Strips
P2057,4001400858,CHICKEN STRIPS 750G +  HAPPY CHICKEN NUGGETS 750G (5*2*750GM) PP,Protein pack,Frozen,Chicken,Strips
P2058,4001360207,EGYPTIAN KOFTA WITH RICE 750G (10*1*750GM),Protein pack,Frozen,Chicken,Strips
P2059,4001370336,CAT CHICKEN BREAST 8 OZ (10*1*1000GM),Protein pack,Frozen,Chicken,Strips
P2060,4001379160,KING CAT CHICKEN SHAWARMA 20KG,Protein pack,Frozen,Chicken,Strips
P2061,4001971947,Fully Cooked Chicken Strips Spicy (10*1*750GM),Protein pack,Frozen,Chicken,Strips
P2062,4001370265,CHICKEN NUGGET,Protein pack,Frozen,Chicken,Strips
P2063,4001330106,MINCED BEEF WITH SPICES 400G (20*1*400GM),Protein pack,Frozen,Chicken,Strips
P2064,4001360161,CHICKEN SHAWERMA,Protein pack,Frozen,Chicken,Strips
P2065,5013608020,AM VEG MIXED 20*400G,Frosted Fare,Frozen Fries,Pommes Frites,AAA
P2066,4001971989,I'M HUNGRY REGULAR BREADED CHICKEN STRIPS (10*1*1000GM),Protein pack,Frozen,Chicken,Strips
P2067,5012581636,PEAS & CARROT BKT 20*400 GM,Frosted Fare,Frozen Fries,Pommes Frites,AAA
P2068,4001370359,AL-KABEER CH. BALLS 18X400,Protein pack,Frozen,Chicken,Strips
P2069,4001470116,TGI CHICKEN TENDERLOIN 1KG (10*1*1000GM),Protein pack,Frozen,Chicken,Strips
P2070,4001971952,Crunchy CHICKEN NUGGETS VALUE PACK 1500G (5*1*1500GM),Protein pack,Frozen,Chicken,Strips
P2071,4001360602,MARINATED BEEF SHREDDED 1K (10*1*1KG),Protein pack,Frozen,Chicken,Strips
P2072,5012730604,"PUD SHRIMPS 100/200, 20X500GM",Protein pack,Frozen,Chicken,Strips
P2073,4001370348,Breaded Hot Chicken Strips 750G Qatar (10*1*750Gm),Protein pack,Frozen,Chicken,Strips
P2074,4001351013,SHAKE SHACK CAT BEEF HOT DOG 360G (20*5*72GM),Protein pack,Frozen,Chicken,Strips
P2075,4001379162,KING CAT CHICKEN SHAWARMA 5KG,Protein pack,Frozen,Chicken,Strips
P2076,4001351021,IKEA CAT BEEF HOT DOG 870G (11*9*96.6GM),Protein pack,Frozen,Chicken,Strips
P2077,4001310944,VOX CAT BEEF BURGER 8 PCS (12*8*150GM),Protein pack,Frozen,Chicken,Strips
P2078,4001370972,Tender Chicken Breast 2*1Kg (5*1*2000Gm) Pp,Protein pack,Frozen,Chicken,Strips
P2079,4001409716,HOT CHICKEN STRIPS 750G +  CHICKEN NUGGETS 750G (5*2*750GM) PP,Protein pack,Frozen,Chicken,Strips
P2080,4001370318,CHICKEN POP CORN 18*400 GM,Protein pack,Frozen,Chicken,Strips
P2081,4001471501,TGI CHICKEN STRIPS 1KG (10*1*1000GM),Protein pack,Frozen,Chicken,Strips
P2082,4001379161,KING CAT CHICKEN SHAWARMA 10KG,Protein pack,Frozen,Chicken,Strips
P2083,4003303320,CHILLED CHICKEN SAUSAGE COCKTAIL 235G (36*1*235GM),Protein pack,Frozen,Chicken,Strips
P2084,4001972050,DEEP FRIES SPICY BREADED SHRIMP 1*10,Protein pack,Frozen,Chicken,Strips
P2085,4001310194,AM MUTTON BURGER WS 15*1.060,Protein pack,Frozen,Chicken,Strips
P2086,4001370156,ROYAL CHICKEN BURGER BREADED 12 PCS (18*12*56GM),Protein pack,Frozen,Chicken,Strips
P2087,5013607915,AM FF SEASONED WEDGES 12*750G,Frosted Fare,Frozen Fries,Pommes Frites,AAA
P2088,5012581633,OKRA FINE BKT 20*400 GM,Frosted Fare,Frozen Fries,Pommes Frites,AAA
P2089,4001409611,CHICKEN NUGGETS 1KG (10*1*1000GM),Protein pack,Frozen,Chicken,Strips
P2090,4001370818,CAT BREADED MINI CHICKEN FILLET 1000G (10*1*1000GM),Protein pack,Frozen,Chicken,Strips
P2091,5012580403,Crunchy STRAWBERRY 20X400GM,Frosted Fare,Frozen Fries,Pommes Frites,AAA
P2092,4001409623,HAPPY CHICKEN NUGGETS 500G (18*1*500GM),Protein pack,Frozen,Chicken,Strips
P2093,4001350122,CHICKEN FRANKS 3*340G (8*3*340GM) PP,Protein pack,Frozen,Chicken,Strips
P2094,5013499106,Whole Frozen Chicken For Catering,Protein pack,Frozen,Chicken,Strips
P2095,4001370913,Kudu Quatro Spicy Fillet,Protein pack,Frozen,Chicken,Strips
P2096,4001370168,ROYAL CHICKEN BURGER 20PCS (10*20*50GM),Protein pack,Frozen,Chicken,Strips
P2097,5012730605,"PUD SHRIMPS 100/200, 10X1KG",Protein pack,Frozen,Chicken,Strips
P2098,4001370185,UNBRAD JUMBO CH.BURGER4PCS FRE,Protein pack,Frozen,Chicken,Strips
P2099,4001379181,CHICKEN SHAWERMA 360-1*10kg,Protein pack,Frozen,Chicken,Strips
P2100,4001310179,CARREFOUR BEEF BURGER 400GM (10*8*50GM),Protein pack,Frozen,Chicken,Strips
P2101,4001310917,JOLLIBEE CAT BEEF BURGER 20PCS (10*20*60GM),Protein pack,Frozen,Chicken,Strips
P2102,4001290102,MINCED BEEF SQUARE 2*400G (20*2*400GM) PP,Protein pack,Frozen,Chicken,Strips
P2103,4001340405,M ROSHDY SQUARE LAMB 20*400,Protein pack,Frozen,Chicken,Strips
P2104,5013499105,AM CH GRILLER 10*1300G,Protein pack,Frozen,Chicken,Strips
P2105,5011680105,FROZEN WHOLE CHICKEN 1200G (10*1*1.2KG),Protein pack,Frozen,Chicken,Strips
P2106,4001508301,BEEF SPRING ROLLS 24*8,Protein pack,Frozen,Chicken,Strips
P2107,4001409706,HOT CHICKEN STRIPS 750G +  CHICKEN POPCORN 750G (5*2*750GM) PP,Protein pack,Frozen,Chicken,Strips
P2108,4001370836,ROYAL CHICKEN FILLET 350G (18*1*350GM) - IRAQ,Protein pack,Frozen,Chicken,Strips
P2109,4001100625,BEEF BURGER RST. BAG 15*20,Protein pack,Frozen,Chicken,Strips
P2110,4001971950,Crunchy CHICKEN HAPPY NUGGETS VALUE PACK 1500G (5*1*1500GM),Protein pack,Frozen,Chicken,Strips
P2111,4001409627,CHICKEN NUGGETS 270G (24*1*270GM),Protein pack,Frozen,Chicken,Strips
P2112,4001370174,BREADED CHICKEN BURGER 15PCS (8*15*56GM),Protein pack,Frozen,Chicken,Strips
P2113,5012540351,OKRA ZERO 2.5CM-3CM BKT,Frosted Fare,Frozen Fries,Pommes Frites,AAA
P2114,4001971946,Fully Cooked Chicken Strips Regualr (10*1*750GM),Protein pack,Frozen,Chicken,Strips
P2115,4001972043,STEAK HOUSE FILLET 5 OZ 1*10,Protein pack,Frozen,Chicken,Strips
P2116,5012540251,ROYAL OKRA 400GM,Frosted Fare,Frozen Fries,Pommes Frites,AAA
P2117,4001371917,CAT CHICKEN SHERADID SHAWRAMA,Protein pack,Frozen,Chicken,Strips
P2118,4001370341,SHISH TAWOUK 400G (18*1*400GM),Protein pack,Frozen,Chicken,Strips
P2119,4001370342,BREADED CHICKEN FILLET 420G (18*1*420GM),Protein pack,Frozen,Chicken,Strips
P2120,4001371916,KING CAT CHICKEN SHAWARMA 30K (1*1*30KG),Protein pack,Frozen,Chicken,Strips
P2121,Beefy,Beefy,Protein pack,Frozen,Chicken,Strips
P2122,4001370287,BREADED CHICKEN STICKS 750G (10*1*750GM),Protein pack,Frozen,Chicken,Strips
P2123,4001504116,AM CH KEBBAH 36*450G,Protein pack,Frozen,Chicken,Strips
P2124,4001370264,CHICKEN NAGGETST 24*270GM,Protein pack,Frozen,Chicken,Strips
P2125,4001320107,MINCED BEEF CAT,Protein pack,Frozen,Chicken,Strips
P2126,4001310106,ARABIC SPICES BEEF BURGER 20PCS (15*20*56GM),Protein pack,Frozen,Chicken,Strips
P2127,4001351017,KUDU BEEF HOT DOG,Protein pack,Frozen,Chicken,Strips
P2128,4001370338,CAT CHICKEN BREAST STRIPS 2 OZ,Protein pack,Frozen,Chicken,Strips
P2129,5011730605,ALSAYYAD COOKING SHRIMPS 1K (10*1*1000GM),Protein pack,Frozen,Chicken,Strips
P2130,4003304934,CHILLED TURKEY HOTDOG 450G (20*5*90GM),Protein pack,Frozen,Chicken,Strips
P2131,5013390112,ROYAL FF 9*9 4*2.5KG,Frosted Fare,Frozen Fries,Pommes Frites,AAA
P2132,4001370371,CHICKEN NUGGETS 18*600 GM,Protein pack,Frozen,Chicken,Strips
P2133,5011730630,Crunchy MEDIUM – IQF / NAKED,Protein pack,Frozen,Chicken,Strips
P2134,4001972017,VOX CAT BONELESS WINGS 1KG (10*1*1000GM),Protein pack,Frozen,Chicken,Strips
P2135,5011710652,ROYAL LARGE SHRIMPS 400G (20*1*400GM),Protein pack,Frozen,Chicken,Strips
P2136,4001331035,MINCED BEEF 400G (20*1*400GM) PP,Protein pack,Frozen,Chicken,Strips
P2137,4001360314,ROYAL BEEF SHISH KEBAB (IRAQ) (18*1*320GM),Protein pack,Frozen,Chicken,Strips
P2138,4001371115,CHICKEN SHISH ROYAL,Protein pack,Frozen,Chicken,Strips
P2139,4001971931,CrunchyKN FRNKSTRKY 6(4PKX340G)@10%OFF FP OMN,Protein pack,Frozen,Chicken,Strips
P2140,4001409717,ZINGZ1KG +NUGGETS 750G,Protein pack,Frozen,Chicken,Strips
P2141,4001370358,AL-KABEER CH. BURGER 8X1.2,Protein pack,Frozen,Chicken,Strips
P2142,4080101039,Biscuit Ahlawy 6 outer * 12 packet ( 2 EGP )-30 GM,Crunch & Munch,Biscuits,Wafer,Wafer
P2143,4083318090,Chips Lion Cheese 12 Pack * 25 GM Class 3 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2144,4083311120,Chips Lion Cheese Onion 10 Pack * 42 GM Class 5 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2145,4083324142,Chips Lion Ketchup 6 Pack * 90 GM Class 8 EXPORT.,Crunch & Munch,Biscuits,Wafer,Wafer
P2146,4083333083,Chips Lion Salt 10 Pack * 47 GM Class 5 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2147,4083024024,Windows KETCHUP 24 pack * 10 gm * 1 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2148,4082613027,Break Hot pepper 12 pack * 27 gm * 2 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2149,4082617032,Break Vegetable 6 pack * 80 gm * 5LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2150,4083323102,Chips Lion Kebab 10 Pack * 50 GM Class 5 EXPORT.,Crunch & Munch,Biscuits,Wafer,Wafer
P2151,4083009018,Windows chili 12 pack * 27 gm* 2 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2152,4082103002,Biscuit OG Wafer Vanilla  8 Outer * 6 packet ( 5 EGP )-44 GM- NEW,Crunch & Munch,Biscuits,Wafer,Wafer
P2153,4083309002,Chips Lion Chilli * $ 3.70 * 90 pack * 10 gm * EXPORT.,Crunch & Munch,Biscuits,Wafer,Wafer
P2154,4083018038,"Windows CHEESE 12 pack * 21 gm* 2 LE.	",Crunch & Munch,Biscuits,Wafer,Wafer
P2155,4083311096,Chips Lion Cheese Onion 12 Pack * 32 GM Class 3 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2156,4083311076,Chips Lion Cheese Onion 12 Pack * 35 GM Class 3 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2157,4084502001,Biscuit Ahlawy Dueto Chocolate 6 Outer *12 Pack -2 EGP (25.2 GM),Crunch & Munch,Biscuits,Wafer,Wafer
P2158,4083326080,Chips Lion Chicken 12 Pack * 28 GM Class 3 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2159,4083326091,Chips Lion Chicken 10 Pack * 42 GM Class 5 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2160,4083018049,Windows CHEESE 6 pack * 90 gm* 8 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2161,4083311094,Chips Lion Cheese Onions  6 Pack *  100 gm Class(8)ــ EXPORT.,Crunch & Munch,Biscuits,Wafer,Wafer
P2162,4082613041,"Break Hot pepper 30 pack * 10 gm * 1 LE	",Crunch & Munch,Biscuits,Wafer,Wafer
P2163,4080602012,Biscuit Choco Bisc Chocolate 6 Outer * 12 packet ( 2 EGP )-21.6 GM,Crunch & Munch,Biscuits,Wafer,Wafer
P2164,4083309139,Chips Lion CHILLI 6 Pack * 90 GM Class 8 EXPORT.,Crunch & Munch,Biscuits,Wafer,Wafer
P2165,4083324113,Chips Lion Ketchup  10 Pack *  60 gm Class(5)ــ EXPORT.,Crunch & Munch,Biscuits,Wafer,Wafer
P2166,4080302009,Biscuit Ahlawy Wafer Chocolate 4 Outer * 12 packet ( 3 EGP )-34 GM,Crunch & Munch,Biscuits,Wafer,Wafer
P2167,4083311106,Chips Lion Cheese Onion 10 Pack * 50 GM Class 5 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2168,4083311100,Chips Lion Cheese Onion 10 Pack * 52 GM Class 5 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2169,4082617057,Break Vegetable 6 pack * 80 gm * 8 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2170,4080302008,Biscuit Ahlawy Wafer Chocolate 6 Outer * 12 packet ( 2 EGP )-20.4GM,Crunch & Munch,Biscuits,Wafer,Wafer
P2171,4083309132,Chips Lion CHILLI 15 Pack * 85 GM Class 3 EXPORT.,Crunch & Munch,Biscuits,Wafer,Wafer
P2172,4083324134,Chips Lion Ketchup 10 Pack * 47 GM Class 5 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2173,4083325037,Chips Lion Sweet Chilli 10 Pack * 42 GM Class 5 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2174,4083024048,Windows KETCHUP 10 pack *51 gm* 5 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2175,4082003003,Biscuit OG Coated Sandwich Vanilla   6 Outer * 8 packet ( 5 EGP )-47 GM,Crunch & Munch,Biscuits,Wafer,Wafer
P2176,4083029025,Windows Cream with Onion 15 pack * 16 gm* 2 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2177,4082818009,CHICKA CHEESE 30 pack * 10 gm * 1 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2178,4083029015,"Windows Cream with Onion 6 pack * 65 gm* 5 LE.	",Crunch & Munch,Biscuits,Wafer,Wafer
P2179,4082610034,Break Cheese Onion 10 pack * 48 gm * 5 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2180,4082617053,Break Vegetable 6 pack * 57 gm * 5 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2181,4082610033,Break Cheese Onion 18 pack * 15 gm * 2 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2182,4083309131,Chips Lion CHILLI 10 Pack * 47 GM Class 5 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2183,4083324130,Chips Lion Ketchup 6 Pack * 82 GM Class 8 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2184,4083026015,Windows Chicken 12 pack * 23 gm* 2 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2185,4083324133,Chips Lion Ketchup 12 Pack * 25 GM Class 3 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2186,4082002004,Biscuit OG Coated Sandwich Chocolate  6 Outer * 8 packet -47 GM  Without Pricing,Crunch & Munch,Biscuits,Wafer,Wafer
P2187,4083018045,Windows CHEESE 10 pack * 80 gm Export .,Crunch & Munch,Biscuits,Wafer,Wafer
P2188,4082617039,Break Vegetable 6 pack * 68 gm * 5LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2189,4082610023,"Break Cheese Onion 12 pack * 21 gm * 2 LE.	",Crunch & Munch,Biscuits,Wafer,Wafer
P2190,4083533001,Chips Days Salt * 1.72 $ * 60 Pack * 10 gm EXPORT.,Crunch & Munch,Biscuits,Wafer,Wafer
P2191,4083018036,Windows CHEESE 12 pack * 23 gm* 2 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2192,4083323115,Chips Lion Kebab 11 Pack * 50 GM Class 5 EXPORT.,Crunch & Munch,Biscuits,Wafer,Wafer
P2193,4083309122,Chips Lion CHILLI 12 Pack * 15 GM Class 2 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2194,4082729001,Avatar  Sour Cream 6 pack *50 gm* 5LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2195,4083324079,Chips Lion Ketchup 15 Pack * 46 gm Class (3) ــ EXPORT.,Crunch & Munch,Biscuits,Wafer,Wafer
P2196,4082610031,Break Cheese Onion 15 pack * 15 gm * 2 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2197,4083311111,Chips Lion Cheese Onion 12 Pack * 25 GM Class 3 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2198,4083333085,Chips Lion Salt 6 Pack * 100 GM Class 10 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2199,4082818006,CHICKA cheese 24 pack * 13 gm * 1 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2200,4082617043,"Break Vegetable 6 pack * 65 gm * 5LE.	",Crunch & Munch,Biscuits,Wafer,Wafer
P2201,4083017012,Windows Vegetables 6 pack * 83 gm * 8 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
P2202,4082617058,Break Vegetable 18 pack * 15 gm * 2 LE,Crunch & Munch,Biscuits,Wafer,Wafer
P2203,4083333091,Chips Lion Salt 10 Pack * 42 GM Class 5 LE.,Crunch & Munch,Biscuits,Wafer,Wafer
